ITEM,PICTURE,NAME1,H_INDEX,PERCENTAGE_MODAL_NAME,VISUAL_COMPLEXITY,SUBTLEX,lgSUBTLEX,Google00pm,lgGoogle00
1,PICTURE_1,maus,0.0,100.0,3.02,10.91,2.444,11.17323,4.83
2,PICTURE_2,reifen,1.163235101,69.6969697,2.67,15.75,2.603,7.10619,4.633
3,PICTURE_3,treppenstufe,1.426662781,46.46464646,1.89,,,,
4,PICTURE_4,altar,0.968778287,77.31958763,3.4,7.56,2.286,5.93453,4.555
5,PICTURE_5,schulter,0.86235472,82.9787234,2.01,22.52,2.758,12.59959,4.882
6,PICTURE_6,kinn,0.445050304,92.78350515,1.95,5.71,2.164,3.17998,4.284
7,PICTURE_7,fee,0.14372617,97.95918367,3.12,5.47,2.146,2.52316,4.184
8,PICTURE_8,bein,0.448864489,90.625,2.3,50.91,3.112,12.53182,4.88
9,PICTURE_9,dusche,0.468995594,90.0,3.04,19.21,2.689,2.35672,4.154
10,PICTURE_10,steak,1.801499077,61.42857143,2.98,9.92,2.403,0.36709,3.347
11,PICTURE_11,burger,1.076297626,70.0,3.22,9.41,2.38,3.86341,4.369
12,PICTURE_12,meerjungfrau,0.371232327,92.85714286,2.93,1.73,1.653,0.14594,2.946
13,PICTURE_13,bein,1.77739408,41.93548387,2.52,50.91,3.112,12.53182,4.88
14,PICTURE_14,bademantel,0.687251475,86.86868687,2.59,2.91,1.875,0.43716,3.423
15,PICTURE_15,loewe,0.0,100.0,3.31,5.51,2.149,3.30741,4.301
16,PICTURE_16,jaeger,0.512753111,90.81632653,3.61,15.12,2.585,11.51221,4.843
17,PICTURE_17,teufel,0.0,100.0,3.04,266.39,3.83,12.86883,4.891
18,PICTURE_18,saturn,1.116355634,54.73684211,2.29,1.65,1.633,1.9022,4.061
19,PICTURE_19,truthahn,1.22262028,78.35051546,3.98,8.11,2.316,0.21172,3.108
20,PICTURE_20,skelett,0.0,100.0,3.24,3.19,1.914,2.07013,4.098
21,PICTURE_21,boxer,0.0,100.0,3.0,7.76,2.297,1.44421,3.941
22,PICTURE_22,zeltlager,2.471095285,28.0,3.26,0.47,1.114,0.40345,3.388
23,PICTURE_23,fahrrad,0.334944487,95.0,3.21,13.62,2.54,6.53829,4.597
24,PICTURE_24,knochen,0.0,100.0,1.21,34.37,2.942,12.60355,4.882
25,PICTURE_25,leopard,1.275245112,71.875,3.55,1.89,1.69,0.57021,3.538
26,PICTURE_26,zwiebel,0.0,100.0,2.86,1.54,1.602,0.953,3.761
27,PICTURE_27,gefangener,2.310724597,46.875,2.96,9.37,2.378,2.12417,4.109
28,PICTURE_28,mikroskop,0.292929951,94.84536082,3.56,1.34,1.544,1.45429,3.944
29,PICTURE_29,cowboy,0.203905876,96.80851064,3.36,13.19,2.526,0.59203,3.554
30,PICTURE_30,bauernhof,1.054917449,70.21276596,4.18,2.28,1.771,2.15591,4.115
31,PICTURE_31,bergarbeiter,2.755022681,39.28571429,3.51,0.63,1.23,1.19365,3.859
32,PICTURE_32,krone,0.0,100.0,3.52,9.06,2.364,12.23068,4.869
33,PICTURE_33,bilderrahmen,1.533320262,41.93548387,2.26,0.59,1.204,0.26511,3.205
34,PICTURE_34,cupcake,2.514957192,34.40860215,2.38,,,,
35,PICTURE_35,ohr,0.194391858,97.0,2.35,29.84,2.88,13.20269,4.902
36,PICTURE_36,kaefer,1.527833823,70.52631579,2.99,8.31,2.326,1.81229,4.04
37,PICTURE_37,donut,0.391569417,93.81443299,2.23,3.62,1.968,0.03851,2.369
38,PICTURE_38,spinne,0.0,100.0,2.34,7.72,2.294,1.37694,3.921
39,PICTURE_39,hosentasche,1.094767827,78.31325301,2.35,1.46,1.58,1.00903,3.786
40,PICTURE_40,kleeblatt,0.661617906,82.82828283,2.43,1.42,1.568,0.24445,3.17
41,PICTURE_41,markt,2.503615109,33.69565217,3.82,17.17,2.64,124.96189,5.879
42,PICTURE_42,birne,0.0,100.0,2.13,5.91,2.179,0.70954,3.633
43,PICTURE_43,buerste,0.966184849,73.73737374,2.36,2.01,1.716,0.51732,3.496
44,PICTURE_44,kralle,0.660666006,86.31578947,2.63,1.1,1.462,0.19652,3.076
45,PICTURE_45,tamburin,1.999091496,48.23529412,2.64,0.28,0.903,0.08231,2.698
46,PICTURE_46,schraubenzieher,0.845715107,84.21052632,2.26,2.05,1.724,0.30312,3.264
47,PICTURE_47,wueste,0.296431632,95.74468085,3.44,27.01,2.837,8.05936,4.688
48,PICTURE_48,feuerwehrmann,0.411110799,93.40659341,3.2,3.62,1.968,0.31436,3.279
49,PICTURE_49,schloss,2.299603581,32.25806452,3.19,46.3,3.071,22.33141,5.131
50,PICTURE_50,glatze,1.645176011,61.05263158,2.7,5.08,2.114,0.62228,3.576
51,PICTURE_51,galgen,0.484443934,92.85714286,3.09,2.91,1.875,1.12869,3.834
52,PICTURE_52,saege,0.0,100.0,1.91,3.11,1.903,0.80045,3.685
53,PICTURE_53,tuete,1.595980148,66.66666667,1.92,10.08,2.41,1.23166,3.872
54,PICTURE_54,kette,1.385630996,55.10204082,2.11,19.25,2.69,13.59738,4.915
55,PICTURE_55,schatten,0.0,100.0,2.21,29.33,2.873,27.31955,5.218
56,PICTURE_56,ellenbogen,0.0,100.0,2.35,1.02,1.431,2.4306,4.168
57,PICTURE_57,briefmarke,0.441605765,92.85714286,2.54,0.94,1.398,0.47567,3.459
58,PICTURE_58,rasenmaeher,1.615027432,41.66666667,3.82,2.48,1.806,0.33981,3.313
59,PICTURE_59,bluse,0.997533277,81.63265306,2.52,5.51,2.149,1.32686,3.905
60,PICTURE_60,holzfaeller,1.349193984,75.0,3.58,1.5,1.591,0.32048,3.288
61,PICTURE_61,zeitung,0.21265864,96.62921348,2.7,45.32,3.061,80.29923,5.686
62,PICTURE_62,wespe,1.127856866,71.0,3.37,1.65,1.633,0.219,3.123
63,PICTURE_63,balkon,1.230912894,73.95833333,2.97,7.01,2.253,3.22031,4.29
64,PICTURE_64,knopf,0.0,100.0,1.64,22.4,2.756,3.13056,4.277
65,PICTURE_65,po,1.304942482,65.95744681,1.81,8.58,2.34,9.23136,4.747
66,PICTURE_66,dach,0.53881685,91.66666667,2.56,48.78,3.093,15.23679,4.965
67,PICTURE_67,sofa,0.32984607,93.93939394,2.03,11.1,2.452,3.40972,4.315
68,PICTURE_68,kerze,0.0,100.0,2.41,6.77,2.238,2.55704,4.19
69,PICTURE_69,banane,0.0,100.0,2.13,4.69,2.079,0.92623,3.749
70,PICTURE_70,orchester,0.612069284,90.32258065,4.17,4.06,2.017,3.97448,4.381
71,PICTURE_71,pokal,0.39351112,93.87755102,2.25,1.73,1.653,0.72971,3.645
72,PICTURE_72,kaese,0.286396957,95.0,2.32,21.3,2.734,3.79333,4.361
73,PICTURE_73,welle,0.14372617,97.95918367,3.22,9.41,2.38,15.79114,4.98
74,PICTURE_74,traktor,0.337576423,94.94949495,3.42,1.97,1.708,0.9135,3.743
75,PICTURE_75,luftballon,0.989587521,56.0,1.65,0.67,1.255,0.54427,3.518
76,PICTURE_76,brokkoli,0.345752087,94.79166667,2.74,0.63,1.23,0.21437,3.113
77,PICTURE_77,kamel,0.442571065,90.81632653,3.4,3.19,1.914,1.01663,3.789
78,PICTURE_78,schluessel,0.0,100.0,2.01,121.62,3.49,27.70465,5.224
79,PICTURE_79,tastatur,0.244141642,95.95959596,2.11,1.5,1.591,4.61725,4.446
80,PICTURE_80,hubschrauber,0.996390619,53.53535354,3.41,28.86,2.866,1.60553,3.987
81,PICTURE_81,fleisch,0.552081074,91.39784946,3.1,54.96,3.145,19.07557,5.062
82,PICTURE_82,park,1.571594956,59.7826087,3.87,58.15,3.17,17.03718,5.013
83,PICTURE_83,herz,0.0,100.0,1.14,175.48,3.649,45.63632,5.441
84,PICTURE_84,maske,0.14372617,97.95918367,3.72,18.9,2.682,8.69337,4.721
85,PICTURE_85,diamant,0.553149088,89.69072165,2.55,5.59,2.155,1.17464,3.852
86,PICTURE_86,fluss,0.932913773,83.87096774,2.74,47.99,3.086,11.92541,4.858
87,PICTURE_87,roboter,0.0,100.0,2.85,30.59,2.891,3.27931,4.298
88,PICTURE_88,kruecke,0.249882293,95.83333333,2.09,1.77,1.663,0.37766,3.359
89,PICTURE_89,steckdose,0.0,100.0,2.97,1.14,1.477,0.5955,3.557
90,PICTURE_90,mond,1.096408695,77.77777778,1.3,30.32,2.887,9.08872,4.74
91,PICTURE_91,mund,1.621036412,60.41666667,3.09,106.54,3.432,29.01498,5.244
92,PICTURE_92,robbe,1.435689903,66.32653061,3.19,0.28,0.903,0.52476,3.502
93,PICTURE_93,skateboard,0.390452131,93.93939394,1.78,1.46,1.58,0.23602,3.155
94,PICTURE_94,bauch,0.827374478,73.95833333,1.94,31.22,2.9,12.96238,4.894
95,PICTURE_95,koffer,0.741980504,87.0,2.45,37.21,2.976,5.81916,4.547
96,PICTURE_96,milch,0.951541292,84.7826087,2.36,33.11,2.925,11.95963,4.86
97,PICTURE_97,feder,0.0,100.0,2.08,12.4,2.5,8.46578,4.709
98,PICTURE_98,tiger,0.195909271,96.96969697,3.41,17.24,2.642,3.19469,4.286
99,PICTURE_99,bild,0.899743759,68.42105263,3.09,102.13,3.414,275.23684,6.221
100,PICTURE_100,nase,0.0,100.0,1.86,70.79,3.255,15.57131,4.974
101,PICTURE_101,schlagzeug,0.0,100.0,2.8,1.54,1.602,0.54509,3.518
102,PICTURE_102,haare,0.205592508,96.77419355,2.92,62.17,3.199,12.63826,4.883
103,PICTURE_103,museum,1.616278745,48.93617021,3.65,16.77,2.63,34.24311,5.316
104,PICTURE_104,aufzug,1.255317829,73.0,2.29,13.98,2.551,2.05905,4.095
105,PICTURE_105,hirsch,1.192470766,68.08510638,3.3,4.92,2.1,8.66527,4.72
106,PICTURE_106,gewaechshaus,0.459442076,92.47311828,3.33,3.31,1.929,0.31304,3.278
107,PICTURE_107,saxophon,0.548320249,91.57894737,3.15,1.97,1.708,0.26412,3.204
108,PICTURE_108,kalender,0.14372617,97.95918367,2.57,7.72,2.294,6.77448,4.613
109,PICTURE_109,fitnessstudio,1.714192618,64.0,3.53,3.39,1.94,0.40626,3.391
110,PICTURE_110,tisch,0.40790598,91.83673469,2.16,88.27,3.351,38.12866,5.363
111,PICTURE_111,drache,0.0,100.0,3.37,10.43,2.425,1.29844,3.895
112,PICTURE_112,lunge,1.534655495,56.84210526,2.99,9.57,2.387,5.89552,4.552
113,PICTURE_113,see,1.453607144,60.82474227,2.7,40.91,3.017,42.10165,5.406
114,PICTURE_114,obst,0.40790598,91.83673469,3.38,5.32,2.134,6.791,4.614
115,PICTURE_115,nilpferd,0.672867158,88.65979381,2.87,1.02,1.431,0.15536,2.974
116,PICTURE_116,feuer,0.0,100.0,2.64,142.45,3.559,24.48748,5.171
117,PICTURE_117,pferd,0.410837839,91.75257732,3.56,50.44,3.108,16.33358,4.995
118,PICTURE_118,wunde,0.86235472,82.9787234,3.22,18.5,2.673,6.06857,4.565
119,PICTURE_119,walnuss,0.646017479,83.50515464,3.43,0.94,1.398,0.09884,2.777
120,PICTURE_120,topf,2.309097139,40.65934066,2.58,6.58,2.225,3.54508,4.331
121,PICTURE_121,labyrinth,0.0,100.0,2.72,4.41,2.053,3.28708,4.299
122,PICTURE_122,stuhl,0.0,100.0,2.4,30.67,2.892,13.3721,4.908
123,PICTURE_123,dartpfeil,1.123396367,64.28571429,2.06,,,,
124,PICTURE_124,ecke,0.631171805,87.87878788,1.89,48.11,3.087,14.72855,4.95
125,PICTURE_125,kiwi,0.0,100.0,2.7,0.59,1.204,0.33056,3.301
126,PICTURE_126,fallschirm,0.200622324,96.875,2.25,4.84,2.093,0.49964,3.481
127,PICTURE_127,sack,1.218095228,78.125,1.91,25.55,2.813,5.44497,4.518
128,PICTURE_128,puppe,1.15700659,78.35051546,2.97,18.27,2.667,2.8952,4.243
129,PICTURE_129,zitrone,0.0,100.0,2.45,4.37,2.049,0.71781,3.638
130,PICTURE_130,weste,0.445050304,92.78350515,2.32,7.4,2.276,1.06622,3.81
131,PICTURE_131,saenger,0.766191271,82.29166667,3.32,5.83,2.173,5.62859,4.532
132,PICTURE_132,etikett,2.815739389,33.75,2.37,1.06,1.447,3.53301,4.33
133,PICTURE_133,schlange,1.234377709,54.63917526,3.31,29.84,2.88,6.61944,4.603
134,PICTURE_134,wolle,1.229865299,55.67010309,2.16,12.91,2.517,29.54404,5.252
135,PICTURE_135,anzug,0.0,100.0,2.7,35.0,2.949,3.77432,4.359
136,PICTURE_136,melone,1.850796486,64.63414634,2.88,2.64,1.833,0.30444,3.266
137,PICTURE_137,ratte,0.975525951,59.18367347,3.27,22.28,2.754,1.54718,3.971
138,PICTURE_138,kuehlschrank,0.0,100.0,3.03,18.47,2.672,2.74529,4.22
139,PICTURE_139,geist,0.997401589,53.0,1.44,77.01,3.292,89.59852,5.734
140,PICTURE_140,wasserhahn,0.33228663,93.87755102,2.45,0.94,1.398,0.57005,3.538
141,PICTURE_141,sonnenblume,0.286396957,95.0,3.25,0.47,1.114,0.23734,3.157
142,PICTURE_142,glas,0.246022578,95.91836735,1.94,51.1,3.114,17.0628,5.014
143,PICTURE_143,engel,0.298940797,95.69892473,2.86,40.71,3.015,18.6708,5.053
144,PICTURE_144,torrero,1.939927413,46.57534247,3.13,,,,
145,PICTURE_145,muelleimer,0.574404581,90.81632653,2.16,3.35,1.934,0.70227,3.628
146,PICTURE_146,oliven,0.72275657,87.69230769,1.7,2.68,1.839,0.72343,3.641
147,PICTURE_147,kleiderbuegel,1.034556071,66.0,1.87,0.47,1.114,0.12446,2.877
148,PICTURE_148,pfeife,0.0,100.0,1.97,10.12,2.412,1.67329,4.005
149,PICTURE_149,schluesselloch,1.028524128,67.0212766,2.0,0.94,1.398,0.35998,3.338
150,PICTURE_150,pfuetze,0.983833335,57.47126437,3.26,1.77,1.663,0.50675,3.487
151,PICTURE_151,tablett,0.0,100.0,1.86,3.27,1.924,1.10919,3.827
152,PICTURE_152,schnecke,0.286396957,95.0,3.46,2.95,1.881,1.43281,3.938
153,PICTURE_153,zigarette,0.340254161,94.89795918,2.59,20.99,2.728,4.48585,4.434
154,PICTURE_154,domino,0.982680803,57.73195876,2.81,0.98,1.415,3.09221,4.272
155,PICTURE_155,patrone,2.148786822,53.33333333,2.15,2.24,1.763,0.68492,3.618
156,PICTURE_156,floete,0.684038436,81.81818182,2.07,5.47,2.146,1.09696,3.822
157,PICTURE_157,prinzessin,1.680307245,64.13043478,3.25,65.51,3.221,5.53405,4.525
158,PICTURE_158,controller,1.659679496,66.26506024,2.99,0.43,1.079,7.98267,4.684
159,PICTURE_159,bart,0.327444919,94.0,3.35,69.33,3.246,3.57103,4.335
160,PICTURE_160,schubkarre,0.14257333,97.97979798,2.87,0.98,1.415,0.22792,3.14
161,PICTURE_161,krawatte,0.286396957,95.0,2.34,10.75,2.438,1.82997,4.044
162,PICTURE_162,playstation,2.140924287,32.60869565,3.11,0.91,1.38,0.48229,3.465
163,PICTURE_163,kokosnuss,0.0,100.0,2.62,2.2,1.756,0.18743,3.055
164,PICTURE_164,strasse,0.474132766,91.83673469,2.69,124.81,3.501,55.54896,5.526
165,PICTURE_165,guertel,0.0,100.0,2.54,8.66,2.344,2.83074,4.234
166,PICTURE_166,perle,1.445132104,63.54166667,2.93,4.13,2.025,1.3386,3.908
167,PICTURE_167,schnuersenkel,1.275407203,73.40425532,1.86,2.32,1.778,0.28246,3.233
168,PICTURE_168,stadion,1.772171705,47.95918367,4.53,5.39,2.14,4.27363,4.413
169,PICTURE_169,ruecken,0.14257333,97.97979798,2.29,73.59,3.272,36.9727,5.35
170,PICTURE_170,tor,0.872422774,81.0,2.55,48.9,3.094,14.71186,4.949
171,PICTURE_171,torwart,0.877846248,86.45833333,3.29,1.06,1.447,0.68145,3.615
172,PICTURE_172,papagei,0.195909271,96.96969697,3.79,3.9,2.0,0.71302,3.635
173,PICTURE_173,apotheke,0.14372617,97.95918367,3.67,5.2,2.124,3.13089,4.277
174,PICTURE_174,gelaender,1.408885522,51.08695652,2.19,1.3,1.531,1.26935,3.885
175,PICTURE_175,maler,0.751350324,82.82828283,3.67,7.21,2.265,13.41871,4.909
176,PICTURE_176,ritterruestung,1.550642686,43.75,3.06,,,,
177,PICTURE_177,fliegenpilz,1.0,50.0,2.14,0.16,0.699,0.06545,2.599
178,PICTURE_178,bruecke,0.543159986,91.57894737,2.92,42.92,3.038,18.38437,5.046
179,PICTURE_179,staffelei,1.383804821,75.94936709,2.14,0.16,0.699,0.35403,3.331
180,PICTURE_180,pferdeschwanz,2.172453532,45.36082474,2.79,0.98,1.415,0.22263,3.13
181,PICTURE_181,dreieck,0.0,100.0,1.05,2.8,1.857,6.18377,4.573
182,PICTURE_182,kopf,1.004303177,73.40425532,1.69,321.82,3.912,97.03577,5.769
183,PICTURE_183,adler,2.403659585,40.625,3.24,6.58,2.225,10.36369,4.797
184,PICTURE_184,hexe,0.340254161,94.89795918,3.39,29.8,2.88,3.10461,4.274
185,PICTURE_185,fussball,0.436469817,91.0,1.88,16.85,2.632,14.6798,4.949
186,PICTURE_186,motor,1.039014525,81.6091954,3.95,22.91,2.766,14.35618,4.939
187,PICTURE_187,stadt,1.857194516,50.50505051,3.62,303.52,3.887,217.44967,6.119
188,PICTURE_188,lager,2.288696421,45.36082474,3.78,32.13,2.912,44.9595,5.435
189,PICTURE_189,krokodil,0.557438185,87.0,3.44,2.4,1.792,0.66178,3.603
190,PICTURE_190,regen,1.211356998,64.64646465,1.59,40.28,3.01,15.15365,4.962
191,PICTURE_191,salat,0.840303129,83.14606742,3.46,12.95,2.519,2.24152,4.132
192,PICTURE_192,thermometer,0.773228349,84.61538462,1.77,1.54,1.602,1.09944,3.823
193,PICTURE_193,qualle,0.0,100.0,3.06,0.71,1.279,0.13057,2.898
194,PICTURE_194,matratze,2.353466284,47.45762712,2.25,4.02,2.013,1.22571,3.87
195,PICTURE_195,kapitaen,2.150238745,42.10526316,3.44,28.43,2.859,5.19589,4.497
196,PICTURE_196,computer,0.831510185,80.6122449,2.61,72.99,3.268,54.11483,5.515
197,PICTURE_197,zirkel,0.0,100.0,2.75,0.79,1.322,6.42276,4.59
198,PICTURE_198,wahrsagerin,1.266357282,73.91304348,3.25,1.22,1.505,0.20743,3.099
199,PICTURE_199,rock,0.14372617,97.95918367,2.56,26.18,2.823,9.56522,4.762
200,PICTURE_200,trompete,0.195909271,96.96969697,2.62,2.24,1.763,0.68145,3.615
201,PICTURE_201,erbsen,1.807745997,51.1627907,2.36,4.29,2.041,1.03052,3.795
202,PICTURE_202,angel,0.371232327,92.85714286,2.45,16.02,2.611,3.17138,4.283
203,PICTURE_203,kappe,2.267839578,42.70833333,2.43,3.9,2.0,1.0054,3.784
204,PICTURE_204,drucker,0.388508824,93.87755102,2.91,1.57,1.613,10.29576,4.794
205,PICTURE_205,knoechel,1.739979141,64.94845361,2.39,9.45,2.382,0.96127,3.765
206,PICTURE_206,malerrolle,3.037749117,23.80952381,2.11,,,,
207,PICTURE_207,narbe,0.394683556,93.75,2.25,10.59,2.431,1.49198,3.956
208,PICTURE_208,mikrofon,0.0,100.0,2.39,4.33,2.045,1.86353,4.052
209,PICTURE_209,bumerang,0.0,100.0,1.95,0.31,0.954,0.55303,3.525
210,PICTURE_210,brustwarze,1.593504431,52.08333333,2.28,0.94,1.398,0.36147,3.34
211,PICTURE_211,kaefer,1.561484952,60.82474227,2.99,8.31,2.326,1.81229,4.04
212,PICTURE_212,waage,0.0,100.0,2.3,2.17,1.748,3.9006,4.373
213,PICTURE_213,polizist,1.019719359,82.29166667,3.7,48.86,3.094,3.04528,4.265
214,PICTURE_214,schlafzimmer,0.709987827,85.85858586,3.58,24.21,2.79,4.21083,4.406
215,PICTURE_215,schuh,1.351643959,52.04081633,2.94,14.45,2.566,3.58954,4.337
216,PICTURE_216,hammer,0.0,100.0,1.73,14.88,2.579,7.21875,4.64
217,PICTURE_217,fotografin,2.135785737,48.95833333,3.17,0.87,1.362,0.52889,3.505
218,PICTURE_218,windel,0.442571065,90.81632653,3.06,2.36,1.785,0.43221,3.418
219,PICTURE_219,waescheleine,1.9997992,56.81818182,2.57,0.47,1.114,0.1904,3.062
220,PICTURE_220,moewe,0.40790598,91.83673469,2.71,0.91,1.38,0.39056,3.374
221,PICTURE_221,schnuller,0.337576423,94.94949495,2.25,0.59,1.204,0.29502,3.252
222,PICTURE_222,knie,0.0,100.0,2.17,39.61,3.003,10.97952,4.822
223,PICTURE_223,reissverschluss,0.0,100.0,3.05,3.46,1.949,0.31899,3.286
224,PICTURE_224,pinsel,0.0,100.0,2.14,2.68,1.839,2.67108,4.208
225,PICTURE_225,erbse,1.467569765,61.70212766,2.38,0.47,1.114,0.25899,3.195
226,PICTURE_226,zug,1.191717095,73.0,3.03,74.33,3.276,32.13728,5.289
227,PICTURE_227,mauer,0.368556778,92.92929293,2.56,16.89,2.633,16.55555,5.001
228,PICTURE_228,eichel,0.814146595,86.59793814,2.93,1.89,1.69,1.33959,3.909
229,PICTURE_229,bier,2.400778184,39.3258427,2.76,83.07,3.324,12.15466,4.867
230,PICTURE_230,sporthalle,2.605752565,33.33333333,2.97,1.73,1.653,0.53749,3.512
231,PICTURE_231,brust,0.582662942,89.36170213,2.3,28.82,2.865,14.70822,4.949
232,PICTURE_232,lama,1.090805066,72.44897959,3.46,4.09,2.021,1.88402,4.057
233,PICTURE_233,salzstreuer,0.900341871,68.36734694,2.22,0.28,0.903,0.06446,2.592
234,PICTURE_234,teller,1.023100645,83.51648352,2.05,13.86,2.548,5.31258,4.507
235,PICTURE_235,nadel,0.578821511,89.69072165,1.94,10.47,2.427,3.53847,4.331
236,PICTURE_236,giraffe,0.0,100.0,3.61,1.18,1.491,0.32791,3.298
237,PICTURE_237,kaese,1.309913784,76.54320988,2.81,21.3,2.734,3.79333,4.361
238,PICTURE_238,puzzle,0.0,100.0,2.22,2.72,1.845,1.71775,4.017
239,PICTURE_239,frau,0.911087308,82.41758242,2.87,857.36,4.338,285.7382,6.238
240,PICTURE_240,turm,1.278993704,70.40816327,2.44,12.64,2.508,6.4021,4.588
241,PICTURE_241,auge,0.14372617,97.95918367,3.61,92.05,3.369,46.53891,5.45
242,PICTURE_242,postbote,1.374998939,57.14285714,3.16,1.85,1.681,0.31155,3.276
243,PICTURE_243,muetze,1.969046731,52.63157895,2.26,8.43,2.332,2.07128,4.098
244,PICTURE_244,gluehbirne,0.687085345,87.87878788,2.46,1.69,1.643,0.62542,3.578
245,PICTURE_245,wurzeln,0.0,100.0,2.32,6.89,2.246,22.57156,5.135
246,PICTURE_246,zahnarzt,0.859870931,85.71428571,3.86,8.94,2.358,3.35749,4.308
247,PICTURE_247,gehirn,0.436469817,91.0,3.14,53.94,3.137,23.90438,5.16
248,PICTURE_248,karren,1.575235642,55.31914894,3.03,2.52,1.813,1.45033,3.943
249,PICTURE_249,kartoffel,0.0,100.0,2.19,3.58,1.964,1.45363,3.944
250,PICTURE_250,motorsaege,1.502130297,41.41414141,2.99,0.04,0.301,0.09123,2.743
251,PICTURE_251,krug,1.807548,51.61290323,2.29,3.82,1.991,2.82925,4.233
